title,rating,feature
David Attenborough: A Life on Our Planet,8.481,story life planet man see natural world 90 year attenborough visit every continent globe explore wild place planet document living world variety wonder address big challenge face life planet film offer powerful message hope future generation documentary drama alastair fothergill david attenborough max hughes
Mortal Kombat Legends: Scorpion's Revenge,8.1,vicious slaughter family stonecold mercenary subzero hanzo hasashi exile torturous netherrealm exchange servitude sinister quan chi give chance avenge family – resurrect scorpion lost soul bent revenge back earthrealm lord raiden gather team elite warrior – shaolin monk liu kang special force officer sonya blade action star johnny cage – unlikely band hero one chance save humanity must defeat shang tsung ’ horde outworld gladiator reign mortal kombat tournament animation action fantasy ethan spaulding patrick seitz jordan rodrigues jennifer carpenter joel mchale
Wanted Man,7.213,follow police officer must retrieve eyewitness escort cartel shoot leaf several dea agent dead must decide trust discover attack execute american force action dolph lundgren dolph lundgren kelsey grammer michael paré roger cross
Dragonheart: Vengeance,6.838,lukas young farmer whose family kill savage raider countryside set epic quest revenge form unlikely trio majestic dragon swashbuckling swordfighting mercenary darius fantasy action adventure ivan silvestrini joseph millson jack kane arturo muselli helena bonham carter
Infinity Pool,6.1,stay isolated island resort james enjoy perfect vacation pristine beach exceptional staff soak sun guide seductive mysterious gabi venture outside resort ground find culture fill violence hedonism untold horror tragic accident leave face zero tolerance policy crime either execute rich enough afford watch die instead horror science fiction brandon cronenberg alexander skarsgård mia goth cleopatra coleman jalil lespert
Transformers: Rise of the Beasts,7.307,new threat capable destroy entire planet emerges optimus prime autobots must team powerful faction know maximals fate humanity hanging balance human noah elena whatever take help transformer engage ultimate battle save earth science fiction adventure action steven caple jr. anthony ramos dominique fishback peter cullen ron perlman
The Man from Toronto,6.507,case mistaken identity world ’ deadliest assassin know man toronto new york city screwup force team confuse rental cabin action adventure comedy patrick hughes kevin hart woody harrelson kaley cuoco jasmine mathews
Roald Dahl's Matilda the Musical,6.788,extraordinary young girl discover superpower summons remarkable courage odds help others change story whilst also take charge destiny stand right meet miraculous result family comedy fantasy matthew warchus alisha weir emma thompson lashana lynch stephen graham
The Creator,7.108,amid future war human race force artificial intelligence harden exspecial force agent grieve disappearance wife recruit hunt kill creator elusive architect advanced ai develop mysterious weapon power end war—and mankind action adventure science fiction gareth edwards john david washington madeleine yuna voyles gemma chan allison janney
Upside-Down Magic,7.156,nory best friend reina enter sage academy magical study nory ’ unconventional power land class wonky “ upsidedown ” magic undaunted nory set prove upsidedown magic powerful rightsideup fantasy family tv movie joe nussbaum izabela rose siena agudong kyle howard max torina
Till Death,6.726,romantic evening secluded lake house woman wake handcuffed dead husband trap isolate dead winter must fight hired killer escape late spouse twisted plan horror thriller sk dale megan fox eoin macken aml ameen callan mulvey
A Christmas Gift from Bob,6.671,james bowen find target animal welfare investigation threaten take away beloved cat bob christmas family drama charles martin smith luke treadaway kristina tonteri-young phaldut sharma nina wadia
The Banshees of Inisherin,7.458,two lifelong friend find impasse one abruptly end relationship alarm consequence drama comedy martin mcdonagh colin farrell brendan gleeson kerry condon barry keoghan
Sonic the Hedgehog 2,7.507,settle green hill sonic eager prove take true hero test come dr robotnik return time new partner knuckle search emerald power destroy civilization sonic team sidekick tail together embark globetrotting journey find emerald fall wrong hand action adventure family comedy jeff fowler ben schwartz james marsden tika sumpter colleen o'shaughnessey
PAW Patrol: The Movie,7.4,ryder pup call adventure city stop mayor humdinger turn bustling metropolis state chaos animation family adventure comedy cal brunker iain armitage lilly bartlam will brisbin ron pardo
Prey for the Devil,6.921,response global rise demonic possession catholic church reopen exorcism school train priest rite exorcism spiritual battlefield unlikely warrior rise young nun sister ann thrust onto spiritual frontline fellow student father dante sister ann find battle soul young girl soon realize devil right want horror thriller daniel stamm jacqueline byers colin salmon christian navarro lisa palfrey
The Inventor,6.1,insatiably curious headstrong inventor leonardo da vinci leave italy join french court experiment freely invent fly contraption incredible machine study human body join adventure audacious princess marguerite leonardo uncover answer ultimate question – meaning animation drama family history pierre-luc granjon stephen fry daisy ridley marion cotillard matt berry
Creed III,7.125,dominate boxing world adonis creed thrive career family life childhood friend former boxing prodigy damian anderson resurfaces serve long sentence prison eager prove deserve shot ring faceoff former friend fight settle score adonis must put future line battle damian — fighter nothing lose drama action michael b. jordan michael b. jordan tessa thompson jonathan majors phylicia rashād
We Bare Bears: The Movie,7.8,grizz panda ice bear love food truck viral video get hand brother chase away home embark trip canada live peace animation adventure family comedy tv movie daniel chong eric edelstein bobby moynihan demetri martin marc evan jackson
Sound of Freedom,8.005,story tim ballard former u government agent quit job order devote life rescue child global sex trafficker action drama alejandro monteverde jim caviezel mira sorvino bill camp gerardo taracena
The Dark and the Wicked,6.2,secluded farm nondescript rural town man slowly die family gather mourn soon darkness grow mark wake nightmare grow sense something evil take family horror drama mystery bryan bertino marin ireland michael abbott jr. xander berkeley lynn andrews
The Adventure of A.R.I.: My Robot Friend,6.962,teenager summon courage help friendly robot know ari kidnap ruthless lab director work powerful corporation seek turn dangerous weapon order rule world family science fiction stephen shimek greg lutz j.r. brown sophia alongi jude manley
Where the Crawdads Sing,7.543,abandon family kya raise alone marsh outside small town former boyfriend find dead kya instantly brand local townspeople law enforcement prime suspect murder drama mystery romance olivia newman daisy edgar-jones taylor john smith harris dickinson michael hyatt
John and the Hole,5.458,explore neighboring wood 13yearold john discovers unfinished bunker — deep hole ground seemingly without provocation drug affluent parent old sister drag unconscious body bunker hold captive anxiously wait john free hole boy return home finally want drama thriller horror pascual sisto charlie shotwell taissa farmiga jennifer ehle michael c. hall
Shortcut,5.381,group five classmate trap inside school bus mysterious creature invade road time run every passing minute decrease survival chance constant threat unknown entity horror adventure fantasy alessio liguori jack kane zanda emlano zak sutcliffe sophie jane oliver
After Earth: A Father's Legacy,6.542,featurette behindthescenes footage smith jaden smith onset documentary science fiction action laurent bouzereau will smith jaden smith m. night shyamalan e. bennett walsh
Dune: Part Two,8.165,follow mythic journey paul atreides unite chani fremen path revenge conspirator destroy family face choice love life fate known universe paul endeavor prevent terrible future foresee science fiction adventure denis villeneuve timothée chalamet zendaya rebecca ferguson javier bardem
Proximity,6.541,young nasa jpl scientist abduct extraterrestrial one believe story become obsess find proof lead journey discovery science fiction drama eric demeusy ryan masson highdee kuan christian prentice nomi abadi
The Hunger Games: The Ballad of Songbirds & Snakes,7.091,64 year become tyrannical president panem coriolanus snow see chance change fortune mentor lucy gray baird female tribute district 12 drama science fiction action francis lawrence tom blyth rachel zegler peter dinklage jason schwartzman
The Adam Project,7.038,accidentally crashlanding 2022 timetraveling fighter pilot adam reed team 12yearold self mission save future adventure science fiction shawn levy ryan reynolds walker scobell mark ruffalo jennifer garner
Extraction 2,7.452,back brink death highly skilled commando tyler rake take another dangerous mission save imprisoned family ruthless gangster action thriller sam hargrave chris hemsworth golshifteh farahani adam bessa tornike gogrichiani
Thirteen Lives,7.9,base true nailbiting mission captivate world twelve boy coach thai soccer team explore tham luang cave unexpected rainstorm trap chamber inside mountain entomb behind maze flood cave tunnel face impossible odds team worldclass diver navigate mile dangerous cave network discover find boy beginning drama thriller ron howard viggo mortensen colin farrell joel edgerton tom bateman
Deathstroke: Knights & Dragons - The Movie,6.96,assassin deathstroke try save family wrath hive murderous jackal animation action adventure science fiction sung jin ahn michael chiklis sasha alexander chris jai alex faye mata
The Union,6.28,new jersey construction worker go regular guy aspire spy longlost high school sweetheart recruit espionage mission action comedy julian farino mark wahlberg halle berry j.k. simmons mike colter
Lightyear,6.972,legendary space ranger buzz lightyear embarks intergalactic adventure alongside group ambitious recruit robot companion sox animation science fiction family adventure angus maclane chris evans keke palmer peter sohn taika waititi
Breathe,5.219,airsupply scarce near future force mother daughter fight survival two stranger arrive desperate oxygenated action science fiction mystery thriller stefon bristol jennifer hudson milla jovovich quvenzhané wallis common
Heart of Stone,6.802,intelligence operative shadowy global peacekeeping agency race stop hacker steal valuable — dangerous — weapon thriller action tom harper gal gadot jamie dornan alia bhatt sophie okonedo
The Woman King,7.673,story agojie allfemale unit warrior protect african kingdom dahomey 1800s skill fierceness unlike anything world ever see general nanisca train next generation recruit ready battle enemy determine destroy way life action drama history gina prince-bythewood viola davis thuso mbedu lashana lynch sheila atim
The Gray Man,7.0,shadowy cia agent uncovers damn agency secret hunt across globe sociopathic rogue operative put bounty head action thriller joe russo ryan gosling chris evans ana de armas billy bob thornton
Leave the World Behind,6.445,family getaway luxurious rental home take ominous turn cyberattack knock devices—and two stranger appear door drama mystery thriller sam esmail julia roberts ethan hawke mahershala ali myha'la
The Kissing Booth 3,6.906,summer elle head college secret decision make elle accept harvard boyfriend noah matriculate also berkeley bff lee head decide stay romance comedy vince marcello joey king joel courtney jacob elordi molly ringwald
Out of Exile,6.436,recently parole thief gabriel russell try balance life mend troubled family fbi agent hunt along crew botched armored car robbery thriller drama action crime kyle kauwika harris adam hampton karrie cox kyle jacob henry ryan merriman
Trollhunters: Rise of the Titans,7.54,guardian arcadia reunite battle nefarious arcane order reawaken primordial titan animation fantasy family action adventure johane matte emile hirsch lexi medrano charlie saxton kelsey grammer
Blade of the 47 Ronin,6.5,sequel 47 ronin new class warrior emerges among samurai clans keep soughtafter sword fall wrong hand fantasy ron yuan anna akana mark dacascos teresa ting dustin nguyen
Thelma the Unicorn,7.1,thelma dream glamorous unicorn rare pink glitterfilled moment fate thelma wish come true rise instant international stardom unexpected cost thelma realizes happier ordinary sparklefree self ditch horn scrub sparkle return home best friend wait hug animation fantasy family lynn wang brittany howard will forte jemaine clement edi patterson
The Unhealer,6.139,botch faith heal bestows supernatural shaman power bullied teenager lifelong tormentor pull prank kill someone love use power revenge go bloody rampage settle score fantasy thriller horror martin guigui natasha henstridge lance henriksen adam beach chris browning
Love in Taipei,7.1,young american woman send parent cultural immersion program taipei begin new journey selfdiscovery romance romance comedy drama arvin chen ashley liao ross butler nico hiraga chelsea zhang
The Fall Guy,7.173,fresh almost careerending accident stuntman colt seavers track missing movie star solve conspiracy try win back love life still day job action comedy david leitch ryan gosling emily blunt aaron taylor-johnson hannah waddingham
Asteroid City,6.483,american desert town circa 1955 itinerary junior stargazerspace cadet convention spectacularly disrupt worldchanging event comedy drama wes anderson jason schwartzman scarlett johansson tom hanks jeffrey wright
The Garfield Movie,7.119,garfield worldfamous mondayhating lasagnaloving indoor cat wild outdoor adventure unexpected reunion longlost father – scruffy street cat vic – garfield canine friend odie force perfectly pamper life join vic hilarious highstakes heist animation comedy family adventure action mark dindal chris pratt samuel l. jackson hannah waddingham ving rhames
Night at the Museum: Kahmunrah Rises Again,6.452,nick daley follow father footstep night watchman american museum natural history know happen sun go maniacal ruler kahmunrah escape nick save museum animation comedy family fantasy matt danner joshua bassett thomas lennon joseph kamal akmal saleh
The Lost City,6.505,reclusive author loretta sage write exotic place popular adventure novel feature handsome cover model name alan tour promote new book alan loretta get kidnap eccentric billionaire hop lead ancient city lost treasure feature late story alan determine prove hero real life page book set rescue action adventure comedy aaron nee sandra bullock channing tatum daniel radcliffe da'vine joy randolph
The Commando,5.8,elite dea agent return home failed mission family make unexpected discovery house – stash money worth 3 million soon face danger threat newly release criminal crew whatever take retrieve money include kidnap agent ’ daughter stake high life risk headtohead battle agent stop nothing protect family moneyhungry criminal action crime thriller asif akbar michael jai white mickey rourke jeff fahey brendan fehr
The Black Phone,7.61,finney blake shy clever 13yearold boy abduct sadistic killer trap soundproof basement screaming little use disconnect phone wall begin ring finney discovers hear voice killer ’ previous victim dead set make sure happen happen finney horror thriller scott derrickson mason thames ethan hawke madeleine mcgraw jeremy davies
The Pope's Exorcist,6.997,father gabriele amorth chief exorcist vatican investigate young boy terrifying possession end uncover centuriesold conspiracy vatican desperately try keep hidden horror thriller julius avery russell crowe daniel zovatto alex essoe peter desouza-feighoney
"Good Luck to You, Leo Grande",6.9,nancy stokes retired schoolteacher pretty sure never good sex husband die determine take tour sexual vista imagine even plan involve anonymous hotel room sex worker call leo grande romance drama sophie hyde emma thompson daryl mccormack isabella laughland les mabaleka
Love Again,6.703,mira ray deal loss fiancé john send series romantic text old cell phone number… realize number reassign rob burn new work phone rob journalist captivate honesty beautifully confessional text assign write profile megastar céline dion enlist help figure meet mira person win heart romance drama comedy jim strouse priyanka chopra jonas sam heughan céline dion sofia barclay
Mothers' Instinct,6.897,alice celine inseparable share everything daily routine secret perfect harmony shatter one son die tragic accident alice ’ care celine blame alice death child becomes obsess protect survive son harm alice hand feel guilty paranoid celine plot harm family gripping battle ensues two woman spiral madness violence thriller drama benoît delhomme anne hathaway jessica chastain anders danielsen lie josh charles
The Cellar,6.555,keira wood daughter mysteriously vanishes cellar new house country soon discovers ancient powerful entity control home face risk lose family souls forever horror mystery brendan muldowney elisha cuthbert eoin macken dylan fitzmaurice-brady tara lee
The Princess,6.813,beautiful strongwilled young royal refuse wed cruel sociopath betroth kidnap lock remote tower father ’ castle scorn vindictive suitor intent take father ’ throne princess must protect family save kingdom action fantasy le van kiet joey king dominic cooper olga kurylenko veronica ngo
Surrounded,6.083,stagecoach ambush woman task hold dangerous outlaw captive must survive day bandit ’ gang try free western action drama anthony mandler letitia wright jamie bell michael kenneth williams jeffrey donovan
Beast,6.62,recently widow man two teenage daughter travel game reserve south africa however journey heal soon turn fight survival bloodthirsty lion start stalk thriller action horror baltasar kormákur idris elba leah sava jeffries iyana halley sharlto copley
Blood Red Sky,6.874,woman mysterious illness force action group terrorist attempt hijack transatlantic overnight flight order protect son reveal dark secret unleash inner monster fight hide horror thriller action peter thorwarth peri baumeister carl anton koch kais setti alexander scheer
Retribution,6.676,mysterious caller put bomb car seat matt turner begin highspeed chase across city complete specific series tasks kid trap back seat thriller action adventure nimród antal liam neeson lilly aspell jack champion matthew modine
A Quiet Place: Day One,6.804,new york city invade alien creature hunt sound woman name sam fight survive cat horror science fiction thriller michael sarnoski lupita nyong'o joseph quinn alex wolff djimon hounsou
Nope,6.848,resident lonely gulch inland california bear witness uncanny chill discovery horror mystery science fiction jordan peele daniel kaluuya keke palmer brandon perea michael wincott
Purple Hearts,8.118,aspire musician agrees marriage convenience soontodeploy marine tragedy soon turn fake relationship real romance drama elizabeth allen rosenbaum sofia carson nicholas galitzine john harlan kim chosen jacobs
Rise of the Teenage Mutant Ninja Turtles: The Movie,7.254,mysterious stranger arrive future dire warning leo force rise lead brother raph donnie mikey fight save world terrify alien specie animation action science fiction andy suriano ben schwartz omar benson miller brandon mychal smith josh brener
Lucy Shimmers and the Prince of Peace,8.408,second chance start harden criminal cross path precocious little girl help angel change heart holiday season drama family rob diamond scarlett diamond adam hightower vincent vargas tara barrett
Back to the Outback,7.7,tire lock reptile house human gawk like monster ragtag group australia ’ deadliest creature plot escape zoo outback place fit without judge family animation adventure comedy claire knight isla fisher tim minchin eric bana guy pearce
Young Woman and the Sea,7.922,extraordinary true story trudy ederle first woman successfully swim english channel steadfast support old sister supportive trainer overcome adversity animosity patriarchal society rise rank olympic swim team complete 21mile trek france england history drama joachim rønning daisy ridley tilda cobham-hervey stephen graham kim bodnia
The Guardians of the Galaxy Holiday Special,7.16,mission make christmas unforgettable quill guardian head earth search perfect present comedy science fiction adventure james gunn chris pratt dave bautista karen gillan pom klementieff
The Ice Age Adventures of Buck Wild,6.622,fearless oneeyed weasel buck team mischievous possum brother crash eddie head new adventure buck home dinosaur world animation comedy adventure family john c. donkin simon pegg vincent tong aaron harris utkarsh ambudkar
CODA,7.933,coda child deaf adult ruby hear person deaf family family fishing business threaten ruby find torn pursue love music fear abandon parent drama music romance siân heder emilia jones marlee matlin troy kotsur eugenio derbez
The School for Good and Evil,7.06,best friend sophie agatha navigate enchanted school young hero villain — find oppose side battle good evil fantasy comedy adventure drama paul feig sofia wylie sophia anne caruso kerry washington charlize theron
The First Slam Dunk,7.823,shohoku “ speedster ” point guard ryota miyagi always play brain lightning speed run circle around opponent feign composure second year high school ryota play shohoku high school basketball team along sakuragi rukawa akagi mitsui take stage interhigh school national championship brink challenge reign champion sannoh kogyo high school animation comedy drama takehiko inoue shugo nakamura jun kasama kenta miyake shinichiro kamio
The Whale,7.852,reclusive english teacher suffer severe obesity attempt reconnect estranged teenage daughter one last chance redemption drama darren aronofsky brendan fraser sadie sink ty simpkins hong chau
Fresh,6.974,frustrate scroll date apps end lame tedious date noa take chance give number awkwardly charm steve producesection meetcute grocery store horror thriller mimi cave daisy edgar-jones sebastian stan jojo t. gibbs andrea bang
Spy Kids: Armageddon,6.2,child world ’ great secret agent unwittingly help powerful game developer unleash computer virus give control technology must become spy save parent world family comedy adventure science fiction robert rodriguez connor esterson everly carganilla zachary levi gina rodriguez
Secret Headquarters,6.494,hang school charlie friend discover headquarters world ’ powerful superhero hide beneath home villain attack must team defend headquarters save world action adventure comedy science fiction family henry joost owen wilson michael peña walker scobell momona tamada
Bones and All,7.1,abandon father young woman embark thousandmile odyssey backroads america meet disenfranchised drifter despite best effort road lead back terrifying past final stand determine whether love survive otherness drama horror romance luca guadagnino taylor russell timothée chalamet mark rylance anna cobb
Zack Snyder's Justice League,8.1,determine ensure superman ultimate sacrifice vain bruce wayne aligns force diana prince plan recruit team metahumans protect world approach threat catastrophic proportion action adventure fantasy zack snyder ben affleck henry cavill gal gadot ray fisher
Dumb Money,6.716,vlogger keith gill sink life saving gamestop stock post social medium start blow life life everyone follow stock tip become movement everyone get rich—until billionaire fight back side find world turn upside history comedy drama craig gillespie paul dano shailene woodley america ferrera pete davidson
Poor Things,7.762,bring back life unorthodox scientist young woman run lawyer whirlwind adventure across continent free prejudice time grow steadfast purpose stand equality liberation science fiction romance comedy yorgos lanthimos emma stone mark ruffalo willem dafoe ramy youssef
The Fallout,7.617,wake school tragedy vada mia quinton form unique dynamic bond navigate never linear often confuse journey heal world feel forever change drama megan park jenna ortega maddie ziegler niles fitch will ropp
Army of Thieves,6.8,mysterious woman recruit bank teller ludwig dieter lead group aspire thief topsecret heist early stage zombie apocalypse action thriller crime comedy matthias schweighöfer matthias schweighöfer nathalie emmanuel ruby o. fee stuart martin
Family Switch,6.407,walker family member switch body rare planetary alignment hilarious journey find way back normal bring close together ever think possible comedy fantasy family mcg jennifer garner ed helms emma myers brady noon
The Ministry of Ungentlemanly Warfare,7.129,world war ii british army assign group competent soldier carry mission nazi force behind enemy line true story secret british wwii organization – special operation executive found winston churchill irregular warfare german help change course war give birth modern black operation action comedy war guy ritchie henry cavill eiza gonzález alan ritchson henry golding
The Outfit,7.1,leonard english tailor use craft suit london ’ worldfamous savile row personal tragedy end chicago operate small tailor shop rough part town make beautiful clothes people around afford family vicious gangster crime drama thriller mystery graham moore mark rylance zoey deutch johnny flynn dylan o'brien
The Killer,6.572,fateful nearmiss assassin battle employer international manhunt insist personal crime thriller david fincher michael fassbender tilda swinton charles parnell arliss howard
A Good Person,7.085,allison life fall apart follow involvement fatal accident unlikely relationship form wouldbe fatherinlaw help live life worth living drama comedy zach braff florence pugh morgan freeman molly shannon celeste o'connor
The Pale Blue Eye,6.849,west point new york 1830 cadet burgeon military academy find hang heart cut top brass summons former new york city constable augustus landor investigate attempt solve grisly mystery reluctant detective engage help one cadet strange brilliant young fellow name edgar allan poe thriller crime horror mystery scott cooper christian bale harry melling lucy boynton toby jones
Senior Year,5.9,thirtysevenyearold woman wake twentyyear coma return high school popular cheerleader finish senior year become prom queen comedy alex hardcastle rebel wilson sam richardson zoë chao mary holland
The Jack in the Box: Awakening,6.3,vintage jackinthebox open die woman enter deal demon within would see illness cure return help claim six innocent victim horror lawrence fowler matt mcclure mollie hindle james swanton nicola wright
Girl in the Basement,7.687,sara teen girl look forward 18th birthday move away control father could even blow candle imprisons basement home thriller crime tv movie elisabeth röhm judd nelson stefanie scott joely fisher braxton bjerken
All About Sex,6.103,three friend mid20s struggle navigate professional personal life collide head messy hilarious dreadful grow pang adulthood comedy drama romance dakota gorman natalee linez emma deckers dakota gorman dillon lane
Bob Marley: One Love,6.848,jamaican singersongwriter bob marley overcome adversity become famous reggae musician world music history drama reinaldo marcus green kingsley ben-adir lashana lynch james norton tosin cole
The Requin,4.8,couple romantic getaway find strand sea tropical storm sweep away villa order survive force fight element shark circle horror mystery thriller le van kiet alicia silverstone james tupper deirdre o'connell danny chung
The Fabelmans,7.6,grow postworld war ii era arizona young sammy fabelman aspires become filmmaker reach adolescence soon discovers shatter family secret explore power film help see truth drama steven spielberg gabriel labelle michelle williams paul dano seth rogen
Cocaine Bear,6.068,inspire true story oddball group cop criminal tourist teen converge georgia forest 500pound black bear go murderous rampage unintentionally ingest cocaine thriller comedy crime elizabeth banks keri russell alden ehrenreich o'shea jackson jr. ray liotta
Something in the Water,6.013,lesbian couple meg kayla split follow traumatic homophobic incident three friend intent mend rift wedding lizzie paradise resort prewedding boat excursion turn disaster wedding breakfast likely five girl thriller horror hayley easton street hiftu quasem lauren lyle natalie mitson nicole rieko setsuko
Bird Box Barcelona,5.911,mysterious force decimate world ’ population sebastian must navigate survival journey desolate street barcelona form uneasy alliance survivor try escape city unexpected even sinister threat grows thriller science fiction horror àlex pastor mario casas georgina campbell diego calva naila schuberth
Descendants: The Royal Wedding,6.683,happilyeverafter continue auradon power couple prepare say epic celebration friend family hades threatens ruin animation family comedy drama salvador simó dove cameron sofia carson booboo stewart mitchell hope
Stream,7.667,keenan try bring family closer together unwittingly enter game life death four derange killer patrol hall hotel compete creative kill odds definitely stack horror action thriller michael leavy tim curry jason leavy david howard thornton liana pirraglia
The Exorcist: Believer,5.936,since wife death victor raise daughter angela alone friend return threeday disappearance miss memory begin display frighten behavior reminiscent macneil possession fifty year prior horror thriller david gordon green leslie odom jr. lidya jewett olivia o'neill ann dowd
Apartment 7A,6.2,struggle young dancer find draw dark force peculiar wellconnected old couple promise shot fame horror thriller natalie erika james julia garner dianne wiest kevin mcnally jim sturgess
God Is a Bullet,6.141,vice detective bob hightower find exwife murder daughter kidnap cult frustrate botch official investigation quit force infiltrate cult hunt leader help cult ’ female victim escapee case hardin thriller action crime nick cassavetes maika monroe nikolaj coster-waldau karl glusman january jones
The Valet,7.521,world famous movie star olivia face pr disaster paparazzo snap photo married lover vincent hardworking valet antonio accidentally appear photo enlist pose olivia ’ new boyfriend coverup ruse olivia thrust antonio spotlight unexpected chaos comedy romance richard wong eugenio derbez samara weaving max greenfield betsy brandt
The Resort,5.727,four friend head hawaii investigate report haunting abandon resort hope find infamous halffaced girl arrive soon learn careful wish horror taylor chien bianca haase brock o'hurn michael vlamis michelle randolph
Monster Pets: A Hotel Transylvania Short,7.4,drac try new monster pet help occupy tinkle playtime animation comedy fantasy jennifer kluska brian hull jennifer kluska derek drymon genndy tartakovsky
Lady Chatterley's Lover,6.644,unhappily marry aristocrat lady chatterley begin torrid affair — fall deeply love — gamekeeper husband country estate drama romance laure de clermont-tonnerre emma corrin jack o'connell matthew duckett joely richardson
The Magic Flute,6.5,seventeen year old travel london austrian alp attend legendary mozart board school discover centuriesold forgotten passageway fantastic world mozart magic flute adventure fantasy music family florian sigl jack wolfe f. murray abraham niamh mccormack ellie courtiour
Memory,6.807,alex assassinforhire find become target refuse complete job dangerous criminal organization crime syndicate fbi hot pursuit alex skill stay ahead except one thing struggle severe memory loss affect every move alex must question every action ultimately trust action thriller crime martin campbell liam neeson guy pearce taj atwal harold torres
The In Between,7.366,survive car accident take life boyfriend teenage girl believe attempt reconnect world romance science fiction drama arie posin joey king kyle allen kim dickens john ortiz
After Everything,6.948,besiege writer ’ block crush breakup tessa hardin travel portugal search woman wrong past – find hop win back tessa realize need change way make ultimate commitment romance drama castille landon hero fiennes tiffin josephine langford mimi keene stephen moyer
No One Will Save You,6.695,exiled anxietyridden homebody must battle alien find way home horror science fiction thriller brian duffield kaitlyn dever elizabeth kaluev zack duhame lauren l. murray
The Inheritance,6.3,billionaire charles abernathy eve 75th birthday invite four estrange child back home fear tonight someone – something – come kill ensure family help protect whatever ’ come abernathy put inheritance line – get nothing find dead dawn horror alejandro brugués bob gunton peyton list briana middleton rachel nichols
The Baker,6.476,quiet stoic man live monklike existence selfimposed exile estranged son kill drug deal go bad leave look granddaughter never know exist force back life try put behind action drama crime jonathan sobol ron perlman elias koteas harvey keitel joel david moore
Godzilla x Kong: The New Empire,7.161,follow explosive showdown godzilla kong must reunite colossal undiscovered threat hidden within world challenge existence – action adventure science fiction adam wingard rebecca hall brian tyree henry dan stevens kaylee hottle
Dream Scenario,6.696,hapless family man paul matthews find life turn upside million stranger suddenly start see dream nighttime appearance take nightmarish turn paul force navigate newfound stardom comedy fantasy kristoffer borgli nicolas cage julianne nicholson lily bird jessica clement
Out of Darkness,5.407,old stone age disparate gang early human band together search new land suspect malevolent mystical hunt clan force confront danger never envisage horror thriller adventure andrew cumming safia oakley-green kit young chuku modu iola evans
The Palace,5.3,comedy set new year ’ eve 1999 luxurious hotel swiss alp life various guest work intersect comedy drama roman polanski oliver masucci fanny ardant john cleese bronwyn james
Harold and the Purple Crayon,7.0,inside book adventurous harold make anything come life simply draw grow draw book page physical world harold find lot learn real life adventure family fantasy comedy carlos saldanha zachary levi lil rel howery zooey deschanel benjamin bottani
The Venture Bros.: Radiant Is the Blood of the Baboon Heart,7.303,nationwide manhunt hank venture lead untold danger unexpected revelation monarch literally dr venture blood impose evil past reemerges wreak havoc venture guild even monarch marriage—it take friend foe alike restore venture world order… end animation action adventure science fiction christopher mcculloch christopher mcculloch doc hammer james urbaniak michael sinterniklaas
Metalocalypse: Army of the Doomstar,6.765,heroic rescue toki wartooth dethklok frontman nathan explosion find traumatize brutal professional romantic flatspin task fulfil prophecy confront ultimate songwriting challenge write song salvation save planet nathan explosion look beyond brutally damage ego save band stop metalocalypse finally face ultimate evil salacia animation comedy music brendon small brendon small tommy blacha victor brandt stephen 'thundercat' bruner
Pet Sematary: Bloodlines,5.724,1969 young jud crandall dream leave hometown behind soon discovers sinister secret bury within force confront dark family history forever bind ludlow horror fantasy lindsey anderson beer jackson white forrest goodluck jack mulhern henry thomas
The Invitation,6.132,death mother evie approach unknown cousin invite lavish wedding english countryside soon realize gothic conspiracy afoot must fight survival uncover twisted secret family ’ history horror thriller jessica m. thompson nathalie emmanuel thomas doherty sean pertwee hugh skinner
The Portable Door,6.6,paul sophie intern mysterious london firm become steadily aware employer humphrey dennis anything conventional – disrupt world magic bring modern corporate strategy ancient magical practice fantasy adventure comedy jeffrey walker christoph waltz patrick gibson damon herriman sophie wilde
Force of Nature: The Dry 2,6.644,five woman take part corporate hiking retreat four come side federal agent aaron falk carmen cooper head deep victorian mountain range investigate hope find whistleblowing informant alice russell alive mystery thriller robert connolly eric bana anna torv deborra-lee furness robin mcleavy
The Monkey King,6.652,stickwielding monkey team young girl epic quest immortality battle demon dragon god — ego — along way animation fantasy adventure family comedy anthony stacchi jimmy o. yang bowen yang jolie hoang-rappaport jo koy
First Love,5.7,young man ’ difficult entry adulthood experience high low first love deal familial fallout spur financial crisis 2008 romance drama a.j. edwards hero fiennes tiffin sydney park diane kruger jeffrey donovan
Gunfight at Rio Bravo,6.561,mysterious russian gunslinger ivan turchin rid small texas town run afoul bloodthirsty outlaw gang know hellhound outmanned outgunned town must put trust turchin protect annihilation hand bandit gunslinger find ally form marshal austin carter sheriff vernon kelly together three must make desperate stand impossible violent odds western action joe cornet alexander nevsky olivier gruner joe cornet matthias hues
The Exorcism of God,7.103,american priest work mexico consider saint many local parishioner however due botched exorcism carry secret eat alive get opportunity face demon one final time horror crime drama fantasy alejandro hidalgo will beinbrink maría gabriela de faría irán castillo joseph marcell
She Said,7.2,new york time reporter megan twohey jodi kantor break one important story generation — story help launch metoo movement shatter decade silence around subject sexual assault hollywood drama history maria schrader carey mulligan zoe kazan patricia clarkson andre braugher
Robot Dreams,8.099,lonely dog friendship robot companion take sad turn unexpected malfunction force abandon robot beach dog ever meet robot animation drama comedy science fiction pablo berger ivan labanda tito trifol rafa calvo josé garcía tos
